1) [128, 12, 12, 64, 1600, 266, 2400, 2400, 5760000, 3600.0, 21654.0, 6.015037593984962, 957600.0, 3600.0] => True True (      1.000) 
2) [128, 12, 12, 64, 800, 533, 2868, 1607, 8225424, 10281.0, 15432.0, 1.5009380863039399, 5480188.74, 10281.0] => True True (      1.000) 
3) [128, 12, 12, 64, 1600, 533, 2174, 2215, 4726276, 2953.0, 8867.0, 3.0018761726078798, 1574440.6925000001, 2953.0] => True True (      1.000) 
4) [64, 64, 64, 64, 800, 533, 2582, 1940, 6666724, 8333.0, 12507.0, 1.5009380863039399, 4441704.865, 8333.0] => True True (      1.000) 
5) [64, 64, 64, 64, 800, 533, 594, 446, 352836, 441.0, 661.0, 1.5009380863039399, 235076.98500000002, 441.0] => True True (      1.000) 
6) [128, 12, 12, 64, 1600, 266, 594, 446, 352836, 220.0, 1326.0, 6.015037593984962, 58658.985, 220.0] => True True (      1.000) 
7) [64, 64, 64, 64, 1600, 266, 1064, 629, 1132096, 707.0, 4256.0, 6.015037593984962, 188210.96000000002, 707.0] => True True (      1.000) 
8) [16, 16, 16, 64, 1600, 266, 2422, 2066, 5866084, 3666.0, 22052.0, 6.015037593984962, 975236.4650000001, 3666.0] => False False (      0.000) 
9) [64, 64, 64, 64, 1600, 266, 3710, 1686, 13764100, 8602.0, 51744.0, 6.015037593984962, 2288281.625, 8602.0] => False False (      0.000) 
10) [16, 16, 16, 64, 1600, 533, 2422, 2066, 5866084, 3666.0, 11005.0, 3.0018761726078798, 1954139.2325000002, 3666.0] => False False (      0.000) 
11) [128, 12, 12, 64, 1600, 266, 2582, 1940, 6666724, 4166.0, 25062.0, 6.015037593984962, 1108342.865, 4166.0] => True True (      1.000) 
12) [64, 64, 64, 64, 800, 266, 2500, 1985, 6250000, 7812.0, 23496.0, 3.007518796992481, 2078125.0, 7812.0] => True True (      1.000) 
13) [16, 16, 16, 64, 800, 266, 816, 612, 665856, 832.0, 2503.0, 3.007518796992481, 221397.12000000002, 832.0] => False False (      0.000) 
14) [128, 12, 12, 64, 800, 533, 633, 921, 400689, 500.0, 751.0, 1.5009380863039399, 266959.04625, 500.0] => True True (      1.000) 
15) [128, 12, 12, 64, 1600, 266, 2500, 1985, 6250000, 3906.0, 23496.0, 6.015037593984962, 1039062.5, 3906.0] => True True (      1.000) 
16) [16, 16, 16, 64, 1600, 533, 2400, 2400, 5760000, 3600.0, 10806.0, 3.0018761726078798, 1918800.0, 3600.0] => False False (      0.000) 
17) [16, 16, 16, 64, 800, 533, 3600, 1800, 12960000, 16200.0, 24315.0, 1.5009380863039399, 8634600.0, 16200.0] => False False (      0.000) 
18) [64, 64, 64, 64, 800, 266, 3710, 1686, 13764100, 17205.0, 51744.0, 3.007518796992481, 4576563.25, 17205.0] => True True (      1.000) 
19) [16, 16, 16, 64, 1600, 266, 2126, 2658, 4519876, 2824.0, 16992.0, 6.015037593984962, 751429.385, 2824.0] => False False (      0.000) 
20) [16, 16, 16, 64, 1600, 533, 1232, 820, 1517824, 948.0, 2847.0, 3.0018761726078798, 505625.12000000005, 948.0] => False False (      0.000) 
21) [128, 12, 12, 64, 1600, 533, 594, 446, 352836, 220.0, 661.0, 3.0018761726078798, 117538.49250000001, 220.0] => True True (      1.000) 
22) [16, 16, 16, 64, 800, 266, 2400, 2400, 5760000, 7200.0, 21654.0, 3.007518796992481, 1915200.0, 7200.0] => False False (      0.000) 
23) [16, 16, 16, 64, 800, 533, 807, 1142, 651249, 814.0, 1221.0, 1.5009380863039399, 433894.64625000005, 814.0] => False False (      0.000) 
24) [128, 12, 12, 64, 1600, 266, 816, 612, 665856, 416.0, 2503.0, 6.015037593984962, 110698.56000000001, 416.0] => True True (      1.000) 
25) [128, 12, 12, 64, 800, 533, 816, 612, 665856, 832.0, 1249.0, 1.5009380863039399, 443626.56, 832.0] => True True (      1.000) 
26) [64, 64, 64, 64, 1600, 266, 3600, 1800, 12960000, 8100.0, 48721.0, 6.015037593984962, 2154600.0, 8100.0] => False False (      0.000) 
27) [16, 16, 16, 64, 1600, 266, 1683, 2246, 2832489, 1770.0, 10648.0, 6.015037593984962, 470901.29625, 1770.0] => False False (      0.000) 
28) [16, 16, 16, 64, 800, 266, 3074, 2185, 9449476, 11811.0, 35524.0, 3.007518796992481, 3141950.77, 11811.0] => False False (      0.000) 
29) [16, 16, 16, 64, 800, 266, 3710, 1686, 13764100, 17205.0, 51744.0, 3.007518796992481, 4576563.25, 17205.0] => False False (      0.000) 
30) [128, 12, 12, 64, 1600, 266, 3710, 1686, 13764100, 8602.0, 51744.0, 6.015037593984962, 2288281.625, 8602.0] => True True (      1.000) 
31) [64, 64, 64, 64, 800, 533, 2593, 2593, 6723649, 8404.0, 12614.0, 1.5009380863039399, 4479631.14625, 8404.0] => True True (      1.000) 
32) [64, 64, 64, 64, 1600, 266, 2582, 1940, 6666724, 4166.0, 25062.0, 6.015037593984962, 1108342.865, 4166.0] => True True (      1.000) 
33) [128, 12, 12, 64, 800, 533, 3000, 1639, 9000000, 11250.0, 16885.0, 1.5009380863039399, 5996250.0, 11250.0] => True True (      1.000) 
34) [16, 16, 16, 64, 1600, 266, 2593, 2593, 6723649, 4202.0, 25276.0, 6.015037593984962, 1117806.64625, 4202.0] => False False (      0.000) 
35) [128, 12, 12, 64, 1600, 533, 807, 1142, 651249, 407.0, 1221.0, 3.0018761726078798, 216947.32312500002, 407.0] => True True (      1.000) 
36) [16, 16, 16, 64, 1600, 533, 807, 1142, 651249, 407.0, 1221.0, 3.0018761726078798, 216947.32312500002, 407.0] => False False (      0.000) 
37) [128, 12, 12, 64, 1600, 533, 1064, 629, 1132096, 707.0, 2124.0, 3.0018761726078798, 377129.48000000004, 707.0] => True True (      1.000) 
38) [64, 64, 64, 64, 800, 266, 944, 708, 891136, 1113.0, 3350.0, 3.007518796992481, 296302.72000000003, 1113.0] => True True (      1.000) 
39) [64, 64, 64, 64, 1600, 533, 3710, 1686, 13764100, 8602.0, 25823.0, 3.0018761726078798, 4585165.8125, 8602.0] => False False (      0.000) 
40) [16, 16, 16, 64, 1600, 266, 1232, 820, 1517824, 948.0, 5706.0, 6.015037593984962, 252338.24000000002, 948.0] => False False (      0.000) 
41) [128, 12, 12, 64, 800, 266, 2521, 2184, 6355441, 7944.0, 23892.0, 3.007518796992481, 2113184.1325000003, 7944.0] => True True (      1.000) 
42) [128, 12, 12, 64, 800, 266, 2103, 2082, 4422609, 5528.0, 16626.0, 3.007518796992481, 1470517.4925000002, 5528.0] => True True (      1.000) 
43) [16, 16, 16, 64, 800, 266, 2593, 2593, 6723649, 8404.0, 25276.0, 3.007518796992481, 2235613.2925, 8404.0] => False False (      0.000) 
44) [64, 64, 64, 64, 800, 266, 2103, 2082, 4422609, 5528.0, 16626.0, 3.007518796992481, 1470517.4925000002, 5528.0] => True True (      1.000) 
45) [16, 16, 16, 64, 800, 266, 944, 708, 891136, 1113.0, 3350.0, 3.007518796992481, 296302.72000000003, 1113.0] => False False (      0.000) 
46) [128, 12, 12, 64, 800, 266, 3000, 1639, 9000000, 11250.0, 33834.0, 3.007518796992481, 2992500.0, 11250.0] => True True (      1.000) 
